id,municipality,village,county,state,region,postcode,country,hamlet,road,ISO3166-2-lvl4,elevation
5788,Большефроловское сельское поселение,0,Буинский район,Татарстан,Приволжский федеральный округ,422403,Россия,0,0,RU-TA,136
3093,Петропавловское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,147
3155,Савалеевское сельское поселение,0,Заинский район,Татарстан,Приволжский федеральный округ,423537,Россия,0,0,RU-TA,168
5069,Старобарышевское сельское поселение,0,Камско-Устьинский район,Татарстан,Приволжский федеральный округ,422354,Россия,0,16К-0352,RU-TA,81
3201,Старокриушанское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,397688,Россия,0,0,RU-VOR,98
5568,Новокаинлыковский сельсовет,0,Краснокамский район,Башкортостан,Приволжский федеральный округ,452945,Россия,0,0,RU-BA,62
1098,Бяковское сельское поселение,0,Навлинский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,188
5805,Холязинский сельсовет,0,Большемурашкинский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,140
2844,Островское сельское поселение,0,Аннинский район,Воронежская область,Центральный федеральный округ,396233,Россия,0,0,RU-VOR,152
886,Коргузинское сельское поселение,0,Верхнеуслонский район,Татарстан,Приволжский федеральный округ,422586,Россия,0,М-12,RU-TA,142
6809,Старотойденское сельское поселение,0,Аннинский район,Воронежская область,Центральный федеральный округ,396212,Россия,0,Ст. Тойда - Ст. Чигла,RU-VOR,131
5349,Нижнеаврюзовский сельсовет,0,Альшеевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,263
515,Перелазское сельское поселение,0,Красногорский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,151
6364,Кантемировское городское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,396706,Россия,Колещатовка,Кантемировка — Колещатовка,RU-VOR,203
4833,Восточное сельское поселение,0,Камышловский район,Свердловская область,Уральский федеральный округ,624837,Россия,0,0,RU-SVE,102
1453,Меловатское сельское поселение,0,Калачеевский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,213
3553,сельское поселение Деревня Дешовки,0,Козельский район,Калужская область,Центральный федеральный округ,249700,Россия,0,29К-016,RU-KLU,187
3609,Песковское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,397692,Россия,0,0,RU-VOR,99
4665,Тепелевский сельсовет,0,Дальнеконстантиновский район,Нижегородская область,Приволжский федеральный округ,0,Россия,Маликово,0,RU-NIZ,91
2506,0,0,Новозыбковский городской округ,Брянская область,Центральный федеральный округ,243020,Россия,0,улица Рошаля,RU-BRY,159
2994,Куакбашское сельское поселение,0,Лениногорский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,199
3999,Молчановский сельсовет,0,Большеболдинский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,186
6537,Тхоревское сельское поселение,0,Каменский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,143
906,Буздякский сельсовет,0,Буздякский район,Башкортостан,Приволжский федеральный округ,452719,Россия,0,0,RU-BA,146
28,Чувашско-Бурнаевское сельское поселение,0,Алькеевский район,Татарстан,Приволжский федеральный округ,422879,Россия,0,0,RU-TA,160
5920,Зяк-Ишметовский сельсовет,0,Куюргазинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,302
2507,Русско-Бродское сельское поселение,0,Верховский район,Орловская область,Центральный федеральный округ,0,Россия,Ртищево,0,RU-ORL,188
2428,Новобелянское сельское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,396717,Россия,0,0,RU-VOR,123
5043,Песоченское сельское поселение,0,Верховский район,Орловская область,Центральный федеральный округ,0,Россия,Суходолье,0,RU-ORL,232
762,Юровское сельское поселение,0,Трубчевский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,181
3747,Большеподберезинское сельское поселение,Малое Подберезье,Кайбицкий район,Татарстан,Приволжский федеральный округ,422335,Россия,0,16К-0930,RU-TA,184
4811,Пикшенский сельсовет,0,Большеболдинский район,Нижегородская область,Приволжский федеральный округ,607951,Россия,0,22Н-0533,RU-NIZ,221
284,Ключевское сельское поселение,Чирково,Бугульминский район,Татарстан,Приволжский федеральный округ,0,Россия,0,Большая Покровка — Акшуат,RU-TA,301
686,Нижнемамонское 1-е сельское поселение,0,Верхнемамонский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,92
6734,Вахновское сельское поселение,0,Ливенский район,Орловская область,Центральный федеральный округ,0,Россия,Редькино,0,RU-ORL,199
2353,Архиповское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,99
5551,Шемяковское сельское поселение,0,Мамадышский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,170
5928,Михайловское сельское поселение,Михайловка,Кантемировский район,Воронежская область,Центральный федеральный округ,396714,Россия,Златополь,«Воронеж — Луганск» — Волоконовка — Новобелая — граница Луганской области,RU-VOR,102
21,Московский сельсовет,0,Дюртюлинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,155
2752,Усохское сельское поселение,Усох,Трубчевский район,Брянская область,Центральный федеральный округ,242251,Россия,Селище,«Брянск — Новозыбков» — Трубчевск» — Усох,RU-BRY,173
885,Боевское сельское поселение,0,Каширский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,141
917,Санзяповский сельсовет,0,Кугарчинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,252
1040,Богучаровское сельское поселение,0,Киреевский район,Тульская область,Центральный федеральный округ,0,Россия,Стойлово,0,RU-TUL,236
5474,Кантемировское городское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,396748,Россия,0,0,RU-VOR,206
1265,Новомедведевский сельсовет,0,Илишевский район,Башкортостан,Приволжский федеральный округ,452271,Россия,Груздевка,80Н-292;80Н-020,RU-BA,142
4579,Карабухинское сельское поселение,0,Путятинский район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,148
5972,0,0,городской округ Новомосковск,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,198
277,Гетуновское сельское поселение,0,Погарский район,Брянская область,Центральный федеральный округ,0,Россия,Чаков,15Н-1934,RU-BRY,176
5084,Кучеряевское сельское поселение,Кучеряевка,Бутурлиновский район,Воронежская область,Центральный федеральный округ,397544,Россия,0,20Н-4-5,RU-VOR,218
2084,Русско-Буйловское сельское поселение,0,Павловский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,128
1245,Бакланское сельское поселение,0,Почепский район,Брянская область,Центральный федеральный округ,243226,Россия,0,15К-2010,RU-BRY,168
2382,Чувалкиповский сельсовет,Теперишево,Чишминский район,Башкортостан,Приволжский федеральный округ,452166,Россия,0,Бикеево — Теперишево,RU-BA,179
571,Муйнакский сельсовет,0,Зианчуринский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,284
1435,Козловское сельское поселение,0,Бутурлиновский район,Воронежская область,Центральный федеральный округ,397531,Россия,0,0,RU-VOR,143
3902,Федоровское сельское поселение,0,Тетюшский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,209
5089,Ростошинское сельское поселение,0,Эртильский район,Воронежская область,Центральный федеральный округ,397012,Россия,0,0,RU-VOR,153
1247,Урманаевский сельсовет,Урманаево,Бакалинский район,Башкортостан,Приволжский федеральный округ,0,Россия,Мирзаитово,0,RU-BA,149
4681,Малопицкий сельсовет,0,Дальнеконстантиновский район,Нижегородская область,Приволжский федеральный округ,606384,Россия,Княгиновка,0,RU-NIZ,154
3526,Знаменское сельское поселение,Локно,Знаменский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,165
2514,Галическое сельское поселение,0,Ливенский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,170
1007,0,0,Дивеевский муниципальный округ,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,178
4770,Лютовское сельское поселение,Воротынск,Ливенский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,187
4543,Малокирменское сельское поселение,0,Мамадышский район,Татарстан,Приволжский федеральный округ,422172,Россия,0,16К-1125,RU-TA,203
5195,Деяновский сельсовет,0,Пильнинский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,111
6179,0,Липовское,Туринский городской округ,Свердловская область,Уральский федеральный округ,623910,Россия,0,с. Байкалово — с. Туринская Слобода — г. Туринск,RU-SVE,90
2064,Смаглеевское сельское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,146
5994,Центральное сельское поселение,0,Венёвский район,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,194
1690,Листопадовское сельское поселение,0,Грибановский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,159
5956,Кенгер-Менеузовский сельсовет,0,Бижбулякский район,Башкортостан,Приволжский федеральный округ,452055,Россия,0,0,RU-BA,306
1985,Титаревское сельское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,201
294,Староянтузовский сельсовет,0,Дюртюлинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,152
1547,Абдрашитовский сельсовет,0,Альшеевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,236
2012,Абдрашитовский сельсовет,0,Альшеевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,239
588,Староиванцевский сельсовет,0,Шатковский район,Нижегородская область,Приволжский федеральный округ,607703,Россия,Великий Враг,22Н-4760,RU-NIZ,128
3329,Новокырлайское сельское поселение,0,Арский район,Татарстан,Приволжский федеральный округ,422035,Россия,0,16К-0408,RU-TA,171
2403,0,0,Вадский муниципальный округ,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,171
2129,Коноплинское сельское поселение,0,Ухоловский район,Рязанская область,Центральный федеральный округ,391935,Россия,0,0,RU-RYA,155
3998,Козьминское сельское поселение,Совхозный,Ливенский район,Орловская область,Центральный федеральный округ,303854,Россия,0,54К-195,RU-ORL,198
6038,Кирсановское сельское поселение,Кирсановка,Грибановский район,Воронежская область,Центральный федеральный округ,397221,Россия,0,0,RU-VOR,158
3741,Рубашевское сельское поселение,0,Аннинский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,112
3508,Байчуровское сельское поселение,0,Поворинский район,Воронежская область,Центральный федеральный округ,397310,Россия,0,0,RU-VOR,148
2719,Ромодановское сельское поселение,0,Алексеевский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,120
4521,Кирилловское территориальное управление,Медынцево,городской округ Арзамас,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,126
5150,Дальнеполубянское сельское поселение,0,Острогожский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,115
6281,Коденцовское сельское поселение,0,Каменский район,Воронежская область,Центральный федеральный округ,396524,Россия,0,0,RU-VOR,208
6288,Большеметескинское сельское поселение,0,Тюлячинский район,Татарстан,Приволжский федеральный округ,422082,Россия,0,0,RU-TA,162
556,Козьминское сельское поселение,0,Ливенский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,208
4795,Новосинецкое сельское поселение,0,Болховский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,230
2469,Вяжевское сельское поселение,Чулково,Новосильский район,Орловская область,Центральный федеральный округ,303500,Россия,0,Болхов — Мценск — Новосиль,RU-ORL,253
3738,Коржовоголубовское сельское поселение,Коржовка-Голубовка,Клинцовский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,175
4286,Губкинское сельское поселение,0,Малоархангельский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,234
5683,Шадчинское сельское поселение,Вахитово,Мамадышский район,Татарстан,Приволжский федеральный округ,422152,Россия,0,16К-1124,RU-TA,66
1716,Кумохинский сельсовет,0,Городецкий район,Нижегородская область,Приволжский федеральный округ,606533,Россия,0,0,RU-NIZ,105
2604,Чишминский сельсовет,0,Чишминский район,Башкортостан,Приволжский федеральный округ,452170,Россия,Новосафарово,80Н-064,RU-BA,136
5694,Высокское сельское поселение,0,Унечский район,Брянская область,Центральный федеральный округ,243313,Россия,0,А-240,RU-BRY,202
1704,Лыковское сельское поселение,0,Подгоренский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,130
2139,Каверинское сельское поселение,0,Шацкий район,Рязанская область,Центральный федеральный округ,391562,Россия,0,0,RU-RYA,137
3239,Нижнебайгорское сельское поселение,0,Верхнехавский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,161
2383,Азеевское сельское поселение,0,Ермишинский район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,151
4311,Витемлянское сельское поселение,0,Погарский район,Брянская область,Центральный федеральный округ,0,Россия,Евдоколье,0,RU-BRY,135
1285,Мамадыш-Акиловское сельское поселение,Мамадыш-Акилово,Зеленодольский район,Татарстан,Приволжский федеральный округ,422511,Россия,0,0,RU-TA,79
5875,0,Суворово,Дивеевский муниципальный округ,Нижегородская область,Приволжский федеральный округ,607332,Россия,0,22К-0064,RU-NIZ,181
6162,Огарёвское сельское поселение,Огарёвка,Щёкинский район,Тульская область,Центральный федеральный округ,301637,Россия,Кутеповка,70К-389,RU-TUL,248
3930,Тряпинский сельсовет,0,Аургазинский район,Башкортостан,Приволжский федеральный округ,453484,Россия,Толмачевка,0,RU-BA,170
5219,0,0,Каменский городской округ,Свердловская область,Уральский федеральный округ,0,Россия,0,0,RU-SVE,148
1591,Ахтырское сельское поселение,0,Колпнянский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,198
6109,Дрезгаловский сельсовет,0,Краснинский район,Липецкая область,Центральный федеральный округ,0,Россия,0,0,RU-LIP,184
2162,Байрашевское сельское поселение,0,Тетюшский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,158
2396,Соловьевский сельсовет,0,Становлянский район,Липецкая область,Центральный федеральный округ,0,Россия,0,0,RU-LIP,203
317,Рангазарское сельское поселение,0,Сармановский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,145
6190,Старобабичевский сельсовет,0,Кармаскалинский район,Башкортостан,Приволжский федеральный округ,453001,Россия,0,0,RU-BA,161
3111,Новольвовское сельское поселение,0,Кимовский район,Тульская область,Центральный федеральный округ,391826,Россия,Таболо,0,RU-TUL,191
5513,Таналыкский сельсовет,0,Хайбуллинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,333
6699,Доброводское сельское поселение,0,Севский район,Брянская область,Центральный федеральный округ,0,Россия,Гапонова,0,RU-BRY,180
4036,Кушманаковский сельсовет,0,Бураевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,88
795,Агишевское сельское поселение,0,Шацкий район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,143
3020,0,0,Талицкий городской округ,Свердловская область,Уральский федеральный округ,0,Россия,0,0,RU-SVE,125
1711,Багряж-Никольское сельское поселение,Дальняя Ивановка,Альметьевский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,90
3387,Хрещатовское сельское поселение,0,Калачеевский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,148
36,Аксаринское сельское поселение,0,Заинский район,Татарстан,Приволжский федеральный округ,0,Россия,0,16А-0003,RU-TA,130
4549,0,0,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,193
913,Башкатовское сельское поселение,0,Мценский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,186
3972,Ярковское сельское поселение,0,Новохопёрский район,Воронежская область,Центральный федеральный округ,397425,Россия,0,0,RU-VOR,139
4133,Юровское сельское поселение,0,Трубчевский район,Брянская область,Центральный федеральный округ,0,Россия,Яковск,Яковск — Копылин,RU-BRY,189
974,Карпенковское сельское поселение,Карпенково,Каменский район,Воронежская область,Центральный федеральный округ,396521,Россия,0,Полевая улица,RU-VOR,216
983,Верхнеключевской сельсовет,0,Каменский городской округ,Свердловская область,Уральский федеральный округ,623461,Россия,0,Р-354,RU-SVE,149
5885,Бик-Кармалинский сельсовет,Бик-Кармалы,Давлекановский район,Башкортостан,Приволжский федеральный округ,453424,Россия,Хотимля,Давлеканово — Толбазы,RU-BA,182
1418,Вахновское сельское поселение,0,Ливенский район,Орловская область,Центральный федеральный округ,0,Россия,Шлях,0,RU-ORL,186
1560,Дубровское сельское поселение,0,Брасовский район,Брянская область,Центральный федеральный округ,0,Россия,Коробкина,0,RU-BRY,223
4135,Алешкин-Саплыкское сельское поселение,0,Дрожжановский район,Татарстан,Приволжский федеральный округ,422478,Россия,Новая Задоровка,0,RU-TA,169
5502,Салганский сельсовет,0,Краснооктябрьский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,183
4265,Юрьевский сельсовет,0,Гагинский район,Нижегородская область,Приволжский федеральный округ,607859,Россия,0,0,RU-NIZ,193
1355,Ивашкинское сельское поселение,0,Черемшанский район,Татарстан,Приволжский федеральный округ,423113,Россия,0,0,RU-TA,181
6455,Гетуновское сельское поселение,0,Погарский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,161
6540,0,0,Белоярский городской округ,Свердловская область,Уральский федеральный округ,0,Россия,0,0,RU-SVE,239
987,Красное сельское поселение,Данило,Павловский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,115
2682,0,0,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,187
5047,0,0,Новозыбковский городской округ,Брянская область,Центральный федеральный округ,243009,Россия,0,0,RU-BRY,180
1640,Верхнеяхшеевское сельское поселение,0,Актанышский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,136
1290,Бахметьевское сельское поселение,0,Богородицкий район,Тульская область,Центральный федеральный округ,0,Россия,Малиновка,0,RU-TUL,154
3681,Костянский сельсовет,0,Шатковский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,172
1380,Протасовское сельское поселение,0,Мценский район,Орловская область,Центральный федеральный округ,0,Россия,Большой Одинок,0,RU-ORL,219
1933,Смотровобудское сельское поселение,Павличи,Клинцовский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,187
4675,Смородинское сельское поселение,0,Узловский район,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,161
5804,Борщовское сельское поселение,0,Погарский район,Брянская область,Центральный федеральный округ,0,Россия,Песчанки,0,RU-BRY,176
3160,Большеандосовский сельсовет,0,Пильнинский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,132
2030,Чебоксарское сельское поселение,0,Новошешминский район,Татарстан,Приволжский федеральный округ,423119,Россия,0,0,RU-TA,148
892,Новосолдатское сельское поселение,Новосолдатка,Репьёвский район,Воронежская область,Центральный федеральный округ,0,Россия,0,Репьёвка — Краснолипье — Россошки — гр. Хохольского р-на,RU-VOR,191
4876,Мазурское сельское поселение,0,Поворинский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,149
4069,Насибашевский сельсовет,Насибаш,Салаватский район,Башкортостан,Приволжский федеральный округ,452498,Россия,0,Малояз — Верхние Киги — Новобелокатай — Ункурда,RU-BA,398
4255,Тельченское сельское поселение,0,Мценский район,Орловская область,Центральный федеральный округ,0,Россия,Большое Рыбино,0,RU-ORL,242
2,Листопадовское сельское поселение,Листопадовка,Грибановский район,Воронежская область,Центральный федеральный округ,397223,Россия,0,20Н-13-9,RU-VOR,155
2109,Пасековское сельское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,105
849,Петровский сельсовет,0,Ишимбайский район,Башкортостан,Приволжский федеральный округ,453230,Россия,0,0,RU-BA,283
2737,Карпенковское сельское поселение,Карпенково,Каменский район,Воронежская область,Центральный федеральный округ,396521,Россия,Панково,20К-В38-0,RU-VOR,203
2466,Салганский сельсовет,Черновское,Краснооктябрьский район,Нижегородская область,Приволжский федеральный округ,607946,Россия,Китово,22К-0073,RU-NIZ,218
1914,0,0,Борисоглебский городской округ,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,96
1596,Троебортновское сельское поселение,0,Севский район,Брянская область,Центральный федеральный округ,0,Россия,Лемешовка,0,RU-BRY,200
1913,Екимовское сельское поселение,0,Рязанский район,Рязанская область,Центральный федеральный округ,390546,Россия,0,0,RU-RYA,167
5139,Староведугское сельское поселение,Старая Ольшанка,Семилукский район,Воронежская область,Центральный федеральный округ,396911,Россия,0,20Н-8-28,RU-VOR,207
6494,Радченское сельское поселение,Травкино,Богучарский район,Воронежская область,Центральный федеральный округ,396759,Россия,0,«М-4 «Дон» — Радченское — Марьевка» — с. Травкино,RU-VOR,90
2736,Пасековское сельское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,176
726,Искровское сельское поселение,0,Рязанский район,Рязанская область,Центральный федеральный округ,390517,Россия,0,0,RU-RYA,192
53,Шрамовское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,Еленовка,0,RU-VOR,155
1796,Пугачёвское сельское поселение,"Центральной усадьбы совхоза ""Пугачёвский""",Аннинский район,Воронежская область,Центральный федеральный округ,396223,Россия,0,0,RU-VOR,146
3845,Копанянское сельское поселение,0,Ольховатский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,197
2553,Карачевское городское поселение,0,Карачевский район,Брянская область,Центральный федеральный округ,0,Россия,Осиновка,0,RU-BRY,207
2800,Канлы-Туркеевский сельсовет,0,Буздякский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,Канлы-Туркеево — Кузьминка,RU-BA,168
936,Староильдеряковское сельское поселение,0,Аксубаевский район,Татарстан,Приволжский федеральный округ,423077,Россия,Иляшкино,0,RU-TA,155
5692,Старокриушанское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,397688,Россия,0,0,RU-VOR,128
824,Покровское сельское поселение,Протасово,Краснозоренский район,Орловская область,Центральный федеральный округ,0,Россия,0,54К-132,RU-ORL,247
4321,Хворостянский сельсовет,0,Добринский район,Липецкая область,Центральный федеральный округ,0,Россия,0,0,RU-LIP,147
3401,Снежское сельское поселение,Толмачево,Брянский район,Брянская область,Центральный федеральный округ,241524,Россия,0,0,RU-BRY,192
1389,Вихляевское сельское поселение,0,Поворинский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,170
3564,Поповское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,149
884,Аркинское сельское поселение,Аркино,Комаричский район,Брянская область,Центральный федеральный округ,0,Россия,0,15К-1416,RU-BRY,184
4867,Старочигольское сельское поселение,0,Аннинский район,Воронежская область,Центральный федеральный округ,396212,Россия,0,0,RU-VOR,146
1868,Веребское сельское поселение,0,Брасовский район,Брянская область,Центральный федеральный округ,0,Россия,Суслова,0,RU-BRY,236
5181,Вороновологское сельское поселение,0,Брасовский район,Брянская область,Центральный федеральный округ,0,Россия,Красный Колодец,0,RU-BRY,205
10,Михайловский сельсовет,0,Становлянский район,Липецкая область,Центральный федеральный округ,0,Россия,0,0,RU-LIP,208
3415,Октябрьское сельское поселение,Вторая Подгородняя,Малоархангельский район,Орловская область,Центральный федеральный округ,0,Россия,Пенькозавод,54К-208,RU-ORL,228
1463,Полянское сельское поселение,0,Спасский район,Татарстан,Приволжский федеральный округ,422846,Россия,0,0,RU-TA,77
806,Киртелинское сельское поселение,0,Тетюшский район,Татарстан,Приволжский федеральный округ,422386,Россия,0,Тетюши — Большие Тарханы — Ундоры,RU-TA,167
5628,0,Левенка,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,243250,Россия,Басихин,15Н-2345,RU-BRY,185
5425,Измерское сельское поселение,0,Спасский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,55
4068,городское поселение Ишимбай,0,Ишимбайский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,228
2108,Бижбулякский сельсовет,0,Бижбулякский район,Башкортостан,Приволжский федеральный округ,452040,Россия,0,0,RU-BA,304
5823,Новоильмовское сельское поселение,Старое Ильмово,Черемшанский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,179
6841,Медведовское сельское поселение,0,Клинцовский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,180
2234,Андреевский сельсовет,0,Илишевский район,Башкортостан,Приволжский федеральный округ,452271,Россия,0,Шаран — Новобалтачево — Андреевка,RU-BA,131
963,Алешинское сельское поселение,Марчуки 1,Ряжский район,Рязанская область,Центральный федеральный округ,391981,Россия,0,0,RU-RYA,142
4494,Биектауское сельское поселение,Биектау,Рыбно-Слободский район,Татарстан,Приволжский федеральный округ,422665,Россия,0,0,RU-TA,100
2632,0,0,Новозыбковский городской округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,174
704,Петренковское сельское поселение,0,Острогожский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,102
431,Сухогаёвское сельское поселение,Сухие Гаи,Верхнехавский район,Воронежская область,Центральный федеральный округ,396113,Россия,Андреевка 1-я,0,RU-VOR,122
